,NCBI_IDs,NCBI_taxa,,,Symbol,Size,Color,Fill,Position,Label
1072,1144322,Pseudomonas_sp._GM16,Pseudomonas_sp._GM16|1144322,Pseudomonas_sp._GM16|1144322,NA,NA,NA,NA,NA,NA
1073,1144324,Pseudomonas_sp._GM18,Pseudomonas_sp._GM18|1144324,Pseudomonas_sp._GM18|1144324,NA,NA,NA,NA,NA,NA
1074,1144325,Pseudomonas_sp._GM21,Pseudomonas_sp._GM21|1144325,Pseudomonas_sp._GM21|1144325,NA,NA,NA,NA,NA,NA
1075,1144326,Pseudomonas_sp._GM24,Pseudomonas_sp._GM24|1144326,Pseudomonas_sp._GM24|1144326,NA,NA,NA,NA,NA,NA
1076,1144327,Pseudomonas_sp._GM25,Pseudomonas_sp._GM25|1144327,Pseudomonas_sp._GM25|1144327,NA,NA,NA,NA,NA,NA
1077,1144328,Pseudomonas_sp._GM30,Pseudomonas_sp._GM30|1144328,Pseudomonas_sp._GM30|1144328,NA,NA,NA,NA,NA,NA
1078,1144330,Pseudomonas_sp._GM48,Pseudomonas_sp._GM48|1144330,Pseudomonas_sp._GM48|1144330,NA,NA,NA,NA,NA,NA
1079,1144332,Pseudomonas_sp._GM50,Pseudomonas_sp._GM50|1144332,Pseudomonas_sp._GM50|1144332,NA,NA,NA,NA,NA,NA
1080,1144334,Pseudomonas_sp._GM60,Pseudomonas_sp._GM60|1144334,Pseudomonas_sp._GM60|1144334,NA,NA,NA,NA,NA,NA
1081,1144335,Pseudomonas_sp._GM67,Pseudomonas_sp._GM67|1144335,Pseudomonas_sp._GM67|1144335,NA,NA,NA,NA,NA,NA
1082,1144336,Pseudomonas_sp._GM74,Pseudomonas_sp._GM74|1144336,Pseudomonas_sp._GM74|1144336,NA,NA,NA,NA,NA,NA
1083,1144337,Pseudomonas_sp._GM78,Pseudomonas_sp._GM78|1144337,Pseudomonas_sp._GM78|1144337,NA,NA,NA,NA,NA,NA
1084,1144338,Pseudomonas_sp._GM79,Pseudomonas_sp._GM79|1144338,Pseudomonas_sp._GM79|1144338,NA,NA,NA,NA,NA,NA
1085,1144339,Pseudomonas_sp._GM80,Pseudomonas_sp._GM80|1144339,Pseudomonas_sp._GM80|1144339,NA,NA,NA,NA,NA,NA
1086,1144929,Salinispora_arenicola_CNQ748,Salinispora_arenicola_CNQ748|1144929,Salinispora_arenicola_CNQ748|1144929,NA,NA,NA,NA,NA,NA
1087,1144930,Salinispora_arenicola_CNS673,Salinispora_arenicola_CNS673|1144930,Salinispora_arenicola_CNS673|1144930,NA,NA,NA,NA,NA,NA
1088,1149863,Salinispora_arenicola_CNT-088,Salinispora_arenicola_CNT-088|1149863,Salinispora_arenicola_CNT-088|1149863,NA,NA,NA,NA,NA,NA
1089,1150298,Fusicatenibacter_saccharivorans,Fusicatenibacter_saccharivorans|1150298,Fusicatenibacter_saccharivorans|1150298,Circle,10,#FF000,NA,1,NA
1090,1150423,Bifidobacterium_dentium_JCM_1195_=_DSM_20436,Bifidobacterium_dentium_JCM_1195_=_DSM_20436|1150423,Bifidobacterium_dentium_JCM_1195_=_DSM_20436|1150423,NA,NA,NA,NA,NA,NA
1091,1150461,Bifidobacterium_scardovii_JCM_12489_=_DSM_13734,Bifidobacterium_scardovii_JCM_12489_=_DSM_13734|1150461,Bifidobacterium_scardovii_JCM_12489_=_DSM_13734|1150461,NA,NA,NA,NA,NA,NA
1092,1150612,Salinispora_pacifica_CNS-143,Salinispora_pacifica_CNS-143|1150612,Salinispora_pacifica_CNS-143|1150612,NA,NA,NA,NA,NA,NA
1093,1150632,Conidiocarpus_siamensis,Conidiocarpus_siamensis|1150632,Conidiocarpus_siamensis|1150632,NA,NA,NA,NA,NA,NA
1094,1158629,Enterococcus_faecalis_EnGen0248,Enterococcus_faecalis_EnGen0248|1158629,Enterococcus_faecalis_EnGen0248|1158629,Circle,10,#FF000,NA,1,NA
1095,1161409,Bifidobacterium_sp._MSTE12,Bifidobacterium_sp._MSTE12|1161409,Bifidobacterium_sp._MSTE12|1161409,Circle,10,#FF000,NA,1,NA
1096,1161413,Streptococcus_sp._ACC21,Streptococcus_sp._ACC21|1161413,Streptococcus_sp._ACC21|1161413,NA,NA,NA,NA,NA,NA
1097,1161414,Streptococcus_sp._BS21,Streptococcus_sp._BS21|1161414,Streptococcus_sp._BS21|1161414,NA,NA,NA,NA,NA,NA
1098,1161415,Streptococcus_sp._BS29a,Streptococcus_sp._BS29a|1161415,Streptococcus_sp._BS29a|1161415,Circle,10,#FF000,NA,1,NA
1099,1161416,Streptococcus_sp._SR1,Streptococcus_sp._SR1|1161416,Streptococcus_sp._SR1|1161416,NA,NA,NA,NA,NA,NA
1100,1161743,Bifidobacterium_longum_subsp._longum_44B,Bifidobacterium_longum_subsp._longum_44B|1161743,Bifidobacterium_longum_subsp._longum_44B|1161743,Circle,10,#FF000,NA,1,NA
1101,1161744,Bifidobacterium_longum_subsp._longum_1-6B,Bifidobacterium_longum_subsp._longum_1-6B|1161744,Bifidobacterium_longum_subsp._longum_1-6B|1161744,Circle,10,#FF000,NA,1,NA
1102,1161745,Bifidobacterium_longum_subsp._longum_2-2B,Bifidobacterium_longum_subsp._longum_2-2B|1161745,Bifidobacterium_longum_subsp._longum_2-2B|1161745,Circle,10,#FF000,NA,1,NA
1103,1161904,Bifidobacterium_longum_subsp._longum_35B,Bifidobacterium_longum_subsp._longum_35B|1161904,Bifidobacterium_longum_subsp._longum_35B|1161904,Circle,10,#FF000,NA,1,NA
1104,1163398,Pseudomonas_donghuensis,Pseudomonas_donghuensis|1163398,Pseudomonas_donghuensis|1163398,Circle,10,#FF000,NA,1,NA
1105,1163405,Aspergillus_oryzae_AS_3.951,Aspergillus_oryzae_AS_3.951|1163405,Aspergillus_oryzae_AS_3.951|1163405,NA,NA,NA,NA,NA,NA
1106,1167592,Leucopaxillus_giganteus,Leucopaxillus_giganteus|1167592,Leucopaxillus_giganteus|1167592,NA,NA,NA,NA,NA,NA
1107,1169154,Streptomyces_sp._CNT372,Streptomyces_sp._CNT372|1169154,Streptomyces_sp._CNT372|1169154,NA,NA,NA,NA,NA,NA
1108,1169155,Streptomyces_sp._CNT302,Streptomyces_sp._CNT302|1169155,Streptomyces_sp._CNT302|1169155,NA,NA,NA,NA,NA,NA
1109,1169156,Streptomyces_sp._CNB091,Streptomyces_sp._CNB091|1169156,Streptomyces_sp._CNB091|1169156,NA,NA,NA,NA,NA,NA
1110,1169157,Streptomycetaceae_bacterium_CNQ766,Streptomycetaceae_bacterium_CNQ766|1169157,Streptomycetaceae_bacterium_CNQ766|1169157,NA,NA,NA,NA,NA,NA
1111,1169158,Streptomyces_sp._CNS615,Streptomyces_sp._CNS615|1169158,Streptomyces_sp._CNS615|1169158,NA,NA,NA,NA,NA,NA
1112,1169159,Streptomyces_sp._CNY228,Streptomyces_sp._CNY228|1169159,Streptomyces_sp._CNY228|1169159,NA,NA,NA,NA,NA,NA
1113,1169160,Streptomyces_sp._CNS335,Streptomyces_sp._CNS335|1169160,Streptomyces_sp._CNS335|1169160,NA,NA,NA,NA,NA,NA
1114,1169161,Streptomyces_sp._CNY243,Streptomyces_sp._CNY243|1169161,Streptomyces_sp._CNY243|1169161,NA,NA,NA,NA,NA,NA
1115,1169162,Salinispora_arenicola_CNY011,Salinispora_arenicola_CNY011|1169162,Salinispora_arenicola_CNY011|1169162,NA,NA,NA,NA,NA,NA
1116,1169163,Salinispora_arenicola_CNT859,Salinispora_arenicola_CNT859|1169163,Salinispora_arenicola_CNT859|1169163,NA,NA,NA,NA,NA,NA
1117,1169164,Salinispora_arenicola_CNY282,Salinispora_arenicola_CNY282|1169164,Salinispora_arenicola_CNY282|1169164,NA,NA,NA,NA,NA,NA
1118,1169165,Salinispora_arenicola_CNY234,Salinispora_arenicola_CNY234|1169165,Salinispora_arenicola_CNY234|1169165,NA,NA,NA,NA,NA,NA
1119,1169166,Salinispora_arenicola_CNY256,Salinispora_arenicola_CNY256|1169166,Salinispora_arenicola_CNY256|1169166,NA,NA,NA,NA,NA,NA
1120,1169167,Salinispora_arenicola_CNR107,Salinispora_arenicola_CNR107|1169167,Salinispora_arenicola_CNR107|1169167,NA,NA,NA,NA,NA,NA
1121,1169168,Salinispora_arenicola_CNS744,Salinispora_arenicola_CNS744|1169168,Salinispora_arenicola_CNS744|1169168,NA,NA,NA,NA,NA,NA
1122,1169169,Salinispora_arenicola_CNX481,Salinispora_arenicola_CNX481|1169169,Salinispora_arenicola_CNX481|1169169,NA,NA,NA,NA,NA,NA
1123,1169170,Salinispora_arenicola_CNP193,Salinispora_arenicola_CNP193|1169170,Salinispora_arenicola_CNP193|1169170,NA,NA,NA,NA,NA,NA
1124,1169171,Salinispora_arenicola_CNX814,Salinispora_arenicola_CNX814|1169171,Salinispora_arenicola_CNX814|1169171,NA,NA,NA,NA,NA,NA
1125,1169172,Salinispora_arenicola_CNT799,Salinispora_arenicola_CNT799|1169172,Salinispora_arenicola_CNT799|1169172,NA,NA,NA,NA,NA,NA
1126,1169173,Salinispora_arenicola_CNY280,Salinispora_arenicola_CNY280|1169173,Salinispora_arenicola_CNY280|1169173,NA,NA,NA,NA,NA,NA
1127,1169174,Salinispora_arenicola_CNP105,Salinispora_arenicola_CNP105|1169174,Salinispora_arenicola_CNP105|1169174,NA,NA,NA,NA,NA,NA
1128,1169175,Salinispora_arenicola_CNH962,Salinispora_arenicola_CNH962|1169175,Salinispora_arenicola_CNH962|1169175,NA,NA,NA,NA,NA,NA
1129,1169176,Salinispora_arenicola_CNH877,Salinispora_arenicola_CNH877|1169176,Salinispora_arenicola_CNH877|1169176,NA,NA,NA,NA,NA,NA
1130,1169177,Salinispora_arenicola_CNY260,Salinispora_arenicola_CNY260|1169177,Salinispora_arenicola_CNY260|1169177,NA,NA,NA,NA,NA,NA
1131,1169178,Salinispora_arenicola_CNS051,Salinispora_arenicola_CNS051|1169178,Salinispora_arenicola_CNS051|1169178,NA,NA,NA,NA,NA,NA
1132,1169179,Salinispora_arenicola_CNY231,Salinispora_arenicola_CNY231|1169179,Salinispora_arenicola_CNY231|1169179,NA,NA,NA,NA,NA,NA
1133,1169180,Salinispora_pacifica_CNT851,Salinispora_pacifica_CNT851|1169180,Salinispora_pacifica_CNT851|1169180,NA,NA,NA,NA,NA,NA
1134,1169181,Salinispora_pacifica_CNY331,Salinispora_pacifica_CNY331|1169181,Salinispora_pacifica_CNY331|1169181,NA,NA,NA,NA,NA,NA
1135,1169182,Salinispora_pacifica_CNS055,Salinispora_pacifica_CNS055|1169182,Salinispora_pacifica_CNS055|1169182,NA,NA,NA,NA,NA,NA
1136,1169184,Salinispora_pacifica_CNT609,Salinispora_pacifica_CNT609|1169184,Salinispora_pacifica_CNT609|1169184,NA,NA,NA,NA,NA,NA
1137,1169185,Salinispora_arenicola_CNY237,Salinispora_arenicola_CNY237|1169185,Salinispora_arenicola_CNY237|1169185,NA,NA,NA,NA,NA,NA
1138,1169186,Salinispora_pacifica_CNS860,Salinispora_pacifica_CNS860|1169186,Salinispora_pacifica_CNS860|1169186,NA,NA,NA,NA,NA,NA
1139,1169188,Salinispora_pacifica_CNT124,Salinispora_pacifica_CNT124|1169188,Salinispora_pacifica_CNT124|1169188,NA,NA,NA,NA,NA,NA
1140,1169189,Salinispora_pacifica_CNS996,Salinispora_pacifica_CNS996|1169189,Salinispora_pacifica_CNS996|1169189,NA,NA,NA,NA,NA,NA
1141,1169190,Salinispora_pacifica_CNT045,Salinispora_pacifica_CNT045|1169190,Salinispora_pacifica_CNT045|1169190,NA,NA,NA,NA,NA,NA
1142,1169191,Salinispora_pacifica_CNT584,Salinispora_pacifica_CNT584|1169191,Salinispora_pacifica_CNT584|1169191,NA,NA,NA,NA,NA,NA
1143,1169192,Salinispora_pacifica_CNY330,Salinispora_pacifica_CNY330|1169192,Salinispora_pacifica_CNY330|1169192,NA,NA,NA,NA,NA,NA
1144,1169193,Salinispora_pacifica_CNQ768,Salinispora_pacifica_CNQ768|1169193,Salinispora_pacifica_CNQ768|1169193,NA,NA,NA,NA,NA,NA
1145,1169195,Salinispora_tropica_CNS416,Salinispora_tropica_CNS416|1169195,Salinispora_tropica_CNS416|1169195,NA,NA,NA,NA,NA,NA
1146,1169196,Salinispora_tropica_CNT250,Salinispora_tropica_CNT250|1169196,Salinispora_tropica_CNT250|1169196,NA,NA,NA,NA,NA,NA
1147,1169197,Salinispora_tropica_CNY012,Salinispora_tropica_CNY012|1169197,Salinispora_tropica_CNY012|1169197,NA,NA,NA,NA,NA,NA
1148,1169198,Salinispora_tropica_CNR699,Salinispora_tropica_CNR699|1169198,Salinispora_tropica_CNR699|1169198,NA,NA,NA,NA,NA,NA
1149,1169964,Micromonospora_sp._FI_1001,Micromonospora_sp._FI_1001|1169964,Micromonospora_sp._FI_1001|1169964,NA,NA,NA,NA,NA,NA
1150,1170562,Calothrix_sp._PCC_6303,Calothrix_sp._PCC_6303|1170562,Calothrix_sp._PCC_6303|1170562,NA,NA,NA,NA,NA,NA
1151,1173263,Synechococcus_sp._PCC_7502,Synechococcus_sp._PCC_7502|1173263,Synechococcus_sp._PCC_7502|1173263,NA,NA,NA,NA,NA,NA
1152,1178833,Penicillium_philippinense,Penicillium_philippinense|1178833,Penicillium_philippinense|1178833,NA,NA,NA,NA,NA,NA
1153,1187133,Mycochaetophora_gentianae,Mycochaetophora_gentianae|1187133,Mycochaetophora_gentianae|1187133,NA,NA,NA,NA,NA,NA
1154,1190621,Olsenella_uli_MSTE5,Olsenella_uli_MSTE5|1190621,Olsenella_uli_MSTE5|1190621,Circle,10,#FF000,NA,1,NA
1155,1191312,Vibrio_splendidus_0407ZC148,Vibrio_splendidus_0407ZC148|1191312,Vibrio_splendidus_0407ZC148|1191312,NA,NA,NA,NA,NA,NA
1156,1196081,Talaromyces_amestolkiae,Talaromyces_amestolkiae|1196081,Talaromyces_amestolkiae|1196081,NA,NA,NA,NA,NA,NA
1157,1196835,Pseudomonas_stutzeri_CCUG_29243,Pseudomonas_stutzeri_CCUG_29243|1196835,Pseudomonas_stutzeri_CCUG_29243|1196835,NA,NA,NA,NA,NA,NA
1158,1199091,Dactylonectria_torresensis,Dactylonectria_torresensis|1199091,Dactylonectria_torresensis|1199091,NA,NA,NA,NA,NA,NA
1159,1202974,Trichoderma_strigosellum,Trichoderma_strigosellum|1202974,Trichoderma_strigosellum|1202974,NA,NA,NA,NA,NA,NA
1160,1203540,Bifidobacterium_breve_HPH0326,Bifidobacterium_breve_HPH0326|1203540,Bifidobacterium_breve_HPH0326|1203540,Circle,10,#FF000,NA,1,NA
1161,1203544,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW1,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW1|1203544,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW1|1203544,NA,NA,NA,NA,NA,NA
1162,1203545,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW2,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW2|1203545,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW2|1203545,NA,NA,NA,NA,NA,NA
1163,1203546,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW3,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW3|1203546,Klebsiella_pneumoniae_subsp._pneumoniae_WGLW3|1203546,NA,NA,NA,NA,NA,NA
1164,1203549,Microbacterium_sp._oral_taxon_186_str._F0373,Microbacterium_sp._oral_taxon_186_str._F0373|1203549,Microbacterium_sp._oral_taxon_186_str._F0373|1203549,Circle,10,#FF000,NA,1,NA
1165,1203550,Prevotella_oralis_HGA0225,Prevotella_oralis_HGA0225|1203550,Prevotella_oralis_HGA0225|1203550,Circle,10,#FF000,NA,1,NA
1166,1203554,Sutterella_wadsworthensis_HGA0223,Sutterella_wadsworthensis_HGA0223|1203554,Sutterella_wadsworthensis_HGA0223|1203554,Circle,10,#FF000,NA,1,NA
1167,1203578,Pseudomonas_sp._HPB0071,Pseudomonas_sp._HPB0071|1203578,Pseudomonas_sp._HPB0071|1203578,NA,NA,NA,NA,NA,NA
1168,1204474,Fusobacterium_nucleatum_CTI-1,Fusobacterium_nucleatum_CTI-1|1204474,Fusobacterium_nucleatum_CTI-1|1204474,Circle,10,#FF000,NA,1,NA
1169,1204475,Fusobacterium_nucleatum_CTI-2,Fusobacterium_nucleatum_CTI-2|1204475,Fusobacterium_nucleatum_CTI-2|1204475,Circle,10,#FF000,NA,1,NA
1170,1204476,Fusobacterium_nucleatum_CTI-3,Fusobacterium_nucleatum_CTI-3|1204476,Fusobacterium_nucleatum_CTI-3|1204476,Circle,10,#FF000,NA,1,NA
1171,1206101,Streptomyces_sp._CNR698,Streptomyces_sp._CNR698|1206101,Streptomyces_sp._CNR698|1206101,NA,NA,NA,NA,NA,NA
1172,1206102,Salinispora_pacifica_CNT796,Salinispora_pacifica_CNT796|1206102,Salinispora_pacifica_CNT796|1206102,NA,NA,NA,NA,NA,NA
1173,1215108,Pseudomonas_mendocina_NBRC_14162,Pseudomonas_mendocina_NBRC_14162|1215108,Pseudomonas_mendocina_NBRC_14162|1215108,NA,NA,NA,NA,NA,NA
1174,1217839,Suillus_ponderosus,Suillus_ponderosus|1217839,Suillus_ponderosus|1217839,NA,NA,NA,NA,NA,NA
1175,1219360,Erwinia_persicina_NBRC_102418,Erwinia_persicina_NBRC_102418|1219360,Erwinia_persicina_NBRC_102418|1219360,NA,NA,NA,NA,NA,NA
1176,1224307,Rhizobium_arsenicireducens,Rhizobium_arsenicireducens|1224307,Rhizobium_arsenicireducens|1224307,NA,NA,NA,NA,NA,NA
1177,1226325,Clostridium_sp._KLE_1755,Clostridium_sp._KLE_1755|1226325,Clostridium_sp._KLE_1755|1226325,Circle,10,#FF000,NA,1,NA
1178,1227262,Actinomyces_johnsonii_F0510,Actinomyces_johnsonii_F0510|1227262,Actinomyces_johnsonii_F0510|1227262,NA,NA,NA,NA,NA,NA
1179,1227275,Streptococcus_sobrinus_W1703,Streptococcus_sobrinus_W1703|1227275,Streptococcus_sobrinus_W1703|1227275,NA,NA,NA,NA,NA,NA
1180,1232139,Pseudomonas_oleovorans/pseudoalcaligenes_group,Pseudomonas_oleovorans/pseudoalcaligenes_group|1232139,Pseudomonas_oleovorans/pseudoalcaligenes_group|1232139,Circle,10,#FF000,NA,1,NA
1181,1235814,Bacteroides_acidifaciens_JCM_10556,Bacteroides_acidifaciens_JCM_10556|1235814,Bacteroides_acidifaciens_JCM_10556|1235814,NA,NA,NA,NA,NA,NA
1182,1238390,Auricularia_americana,Auricularia_americana|1238390,Auricularia_americana|1238390,NA,NA,NA,NA,NA,NA
1183,1247546,Pseudomonas_hunanensis,Pseudomonas_hunanensis|1247546,Pseudomonas_hunanensis|1247546,NA,NA,NA,NA,NA,NA
1184,1250001,Olleya_sp._Hel_I_94,Olleya_sp._Hel_I_94|1250001,Olleya_sp._Hel_I_94|1250001,NA,NA,NA,NA,NA,NA
1185,1255596,Carnobacterium_piscicola_38b,Carnobacterium_piscicola_38b|1255596,Carnobacterium_piscicola_38b|1255596,NA,NA,NA,NA,NA,NA
1186,1260784,Neofavolus_alveolaris,Neofavolus_alveolaris|1260784,Neofavolus_alveolaris|1260784,NA,NA,NA,NA,NA,NA
1187,1260918,Mycobacterium_fragae,Mycobacterium_fragae|1260918,Mycobacterium_fragae|1260918,NA,NA,NA,NA,NA,NA
1188,1261057,Gardnerella_vaginalis_JCP7275,Gardnerella_vaginalis_JCP7275|1261057,Gardnerella_vaginalis_JCP7275|1261057,Circle,10,#FF000,NA,1,NA
1189,1261058,Gardnerella_vaginalis_JCP7276,Gardnerella_vaginalis_JCP7276|1261058,Gardnerella_vaginalis_JCP7276|1261058,Circle,10,#FF000,NA,1,NA
1190,1261059,Gardnerella_vaginalis_JCP7659,Gardnerella_vaginalis_JCP7659|1261059,Gardnerella_vaginalis_JCP7659|1261059,Circle,10,#FF000,NA,1,NA
1191,1261060,Gardnerella_vaginalis_JCP7672,Gardnerella_vaginalis_JCP7672|1261060,Gardnerella_vaginalis_JCP7672|1261060,Circle,10,#FF000,NA,1,NA
1192,1261061,Gardnerella_vaginalis_JCP7719,Gardnerella_vaginalis_JCP7719|1261061,Gardnerella_vaginalis_JCP7719|1261061,Circle,10,#FF000,NA,1,NA
1193,1261062,Gardnerella_vaginalis_JCP8017A,Gardnerella_vaginalis_JCP8017A|1261062,Gardnerella_vaginalis_JCP8017A|1261062,Circle,10,#FF000,NA,1,NA
1194,1261063,Gardnerella_vaginalis_JCP8017B,Gardnerella_vaginalis_JCP8017B|1261063,Gardnerella_vaginalis_JCP8017B|1261063,Circle,10,#FF000,NA,1,NA
1195,1261064,Gardnerella_vaginalis_JCP8066,Gardnerella_vaginalis_JCP8066|1261064,Gardnerella_vaginalis_JCP8066|1261064,Circle,10,#FF000,NA,1,NA
1196,1261065,Gardnerella_vaginalis_JCP8070,Gardnerella_vaginalis_JCP8070|1261065,Gardnerella_vaginalis_JCP8070|1261065,Circle,10,#FF000,NA,1,NA
1197,1261066,Gardnerella_vaginalis_JCP8108,Gardnerella_vaginalis_JCP8108|1261066,Gardnerella_vaginalis_JCP8108|1261066,Circle,10,#FF000,NA,1,NA
1198,1261067,Gardnerella_vaginalis_JCP8151A,Gardnerella_vaginalis_JCP8151A|1261067,Gardnerella_vaginalis_JCP8151A|1261067,Circle,10,#FF000,NA,1,NA
1199,1261068,Gardnerella_vaginalis_JCP8151B,Gardnerella_vaginalis_JCP8151B|1261068,Gardnerella_vaginalis_JCP8151B|1261068,Circle,10,#FF000,NA,1,NA
1200,1261070,Gardnerella_vaginalis_JCP8481B,Gardnerella_vaginalis_JCP8481B|1261070,Gardnerella_vaginalis_JCP8481B|1261070,Circle,10,#FF000,NA,1,NA
1201,1261071,Gardnerella_vaginalis_JCP8522,Gardnerella_vaginalis_JCP8522|1261071,Gardnerella_vaginalis_JCP8522|1261071,Circle,10,#FF000,NA,1,NA
1202,1261072,Bifidobacterium_breve_JCP7499,Bifidobacterium_breve_JCP7499|1261072,Bifidobacterium_breve_JCP7499|1261072,Circle,10,#FF000,NA,1,NA
1203,1263492,Curvularia_lunata_CX-3,Curvularia_lunata_CX-3|1263492,Curvularia_lunata_CX-3|1263492,NA,NA,NA,NA,NA,NA
1204,1266744,Talaromyces_purpureogenus,Talaromyces_purpureogenus|1266744,Talaromyces_purpureogenus|1266744,NA,NA,NA,NA,NA,NA
1205,1276655,Bolbitius_titubans,Bolbitius_titubans|1276655,Bolbitius_titubans|1276655,NA,NA,NA,NA,NA,NA
1206,1285933,Megasphaera_sp._DNF00872,Megasphaera_sp._DNF00872|1285933,Megasphaera_sp._DNF00872|1285933,Circle,10,#FF000,NA,1,NA
1207,1285934,Megasphaera_sp._DNF00912,Megasphaera_sp._DNF00912|1285934,Megasphaera_sp._DNF00912|1285934,Circle,10,#FF000,NA,1,NA
1208,1287474,Lancefieldella_parvulum_DNF00906,Lancefieldella_parvulum_DNF00906|1287474,Lancefieldella_parvulum_DNF00906|1287474,Circle,10,#FF000,NA,1,NA
1209,1287476,Prevotella_bivia_DNF00188,Prevotella_bivia_DNF00188|1287476,Prevotella_bivia_DNF00188|1287476,Circle,10,#FF000,NA,1,NA
1210,1288079,Streptomyces_sp._CNT318,Streptomyces_sp._CNT318|1288079,Streptomyces_sp._CNT318|1288079,NA,NA,NA,NA,NA,NA
1211,1288080,Streptomyces_sp._CNT360,Streptomyces_sp._CNT360|1288080,Streptomyces_sp._CNT360|1288080,NA,NA,NA,NA,NA,NA
1212,1288081,Streptomyces_sp._CNQ865,Streptomyces_sp._CNQ865|1288081,Streptomyces_sp._CNQ865|1288081,NA,NA,NA,NA,NA,NA
1213,1288082,Streptomyces_sp._CNH287,Streptomyces_sp._CNH287|1288082,Streptomyces_sp._CNH287|1288082,NA,NA,NA,NA,NA,NA
1214,1288083,Streptomyces_sp._TAA040,Streptomyces_sp._TAA040|1288083,Streptomyces_sp._TAA040|1288083,NA,NA,NA,NA,NA,NA
1215,1288084,Salinispora_tropica_CNT261,Salinispora_tropica_CNT261|1288084,Salinispora_tropica_CNT261|1288084,NA,NA,NA,NA,NA,NA
1216,1288085,Salinispora_arenicola_CNH963,Salinispora_arenicola_CNH963|1288085,Salinispora_arenicola_CNH963|1288085,NA,NA,NA,NA,NA,NA
1217,1288086,Salinispora_arenicola_CNS299,Salinispora_arenicola_CNS299|1288086,Salinispora_arenicola_CNS299|1288086,NA,NA,NA,NA,NA,NA
1218,1288087,Salinispora_arenicola_CNS243,Salinispora_arenicola_CNS243|1288087,Salinispora_arenicola_CNS243|1288087,NA,NA,NA,NA,NA,NA
1219,1288090,Salinispora_pacifica_CNY239,Salinispora_pacifica_CNY239|1288090,Salinispora_pacifica_CNY239|1288090,NA,NA,NA,NA,NA,NA
1220,1289387,Streptomyces_sp._TAA204,Streptomyces_sp._TAA204|1289387,Streptomyces_sp._TAA204|1289387,NA,NA,NA,NA,NA,NA
1221,1296375,Micromonospora_schwarzwaldensis,Micromonospora_schwarzwaldensis|1296375,Micromonospora_schwarzwaldensis|1296375,NA,NA,NA,NA,NA,NA
1222,1297046,Butyriboletus_autumniregius,Butyriboletus_autumniregius|1297046,Butyriboletus_autumniregius|1297046,NA,NA,NA,NA,NA,NA
1223,1298879,Streptomyces_sp._CNQ329,Streptomyces_sp._CNQ329|1298879,Streptomyces_sp._CNQ329|1298879,NA,NA,NA,NA,NA,NA
1224,1298880,Streptomyces_sp._TAA486,Streptomyces_sp._TAA486|1298880,Streptomyces_sp._TAA486|1298880,NA,NA,NA,NA,NA,NA
1225,1298919,Salinispora_arenicola_CNR425,Salinispora_arenicola_CNR425|1298919,Salinispora_arenicola_CNR425|1298919,NA,NA,NA,NA,NA,NA
1226,1304900,Alteromonadaceae_bacterium_2052S.S.stab0a.01,Alteromonadaceae_bacterium_2052S.S.stab0a.01|1304900,Alteromonadaceae_bacterium_2052S.S.stab0a.01|1304900,NA,NA,NA,NA,NA,NA
1227,1305837,Streptomyces_sp._CNS606,Streptomyces_sp._CNS606|1305837,Streptomyces_sp._CNS606|1305837,NA,NA,NA,NA,NA,NA
1228,1305843,Salinispora_cortesiana,Salinispora_cortesiana|1305843,Salinispora_cortesiana|1305843,NA,NA,NA,NA,NA,NA
1229,1314791,Penicillium_expansum_ATCC_24692,Penicillium_expansum_ATCC_24692|1314791,Penicillium_expansum_ATCC_24692|1314791,NA,NA,NA,NA,NA,NA
1230,1314793,Penicillium_glabrum_DAOM_239074,Penicillium_glabrum_DAOM_239074|1314793,Penicillium_glabrum_DAOM_239074|1314793,NA,NA,NA,NA,NA,NA
1231,1316586,Fusobacterium_nucleatum_CTI-5,Fusobacterium_nucleatum_CTI-5|1316586,Fusobacterium_nucleatum_CTI-5|1316586,Circle,10,#FF000,NA,1,NA
1232,1316587,Fusobacterium_nucleatum_CTI-6,Fusobacterium_nucleatum_CTI-6|1316587,Fusobacterium_nucleatum_CTI-6|1316587,Circle,10,#FF000,NA,1,NA
1233,1316588,Fusobacterium_nucleatum_CTI-7,Fusobacterium_nucleatum_CTI-7|1316588,Fusobacterium_nucleatum_CTI-7|1316588,Circle,10,#FF000,NA,1,NA
1234,1316931,Clostridium_butyricum_DSM_10702,Clostridium_butyricum_DSM_10702|1316931,Clostridium_butyricum_DSM_10702|1316931,NA,NA,NA,NA,NA,NA
1235,1321778,Clostridiales_bacterium_oral_taxon_876_str._F0540,Clostridiales_bacterium_oral_taxon_876_str._F0540|1321778,Clostridiales_bacterium_oral_taxon_876_str._F0540|1321778,Circle,10,#FF000,NA,1,NA
1236,1329069,Clavulina_coralloides,Clavulina_coralloides|1329069,Clavulina_coralloides|1329069,NA,NA,NA,NA,NA,NA
