Bile,delta,count
Trihydroxy,389.29,508
Trihydroxy,122.02,460
Trihydroxy,147.07,451
Trihydroxy,106.02,447
Trihydroxy,53.03,436
Trihydroxy,56.05,432
Trihydroxy,55.02,410
Trihydroxy,113.09,404
Trihydroxy,19,394
Trihydroxy,622.29,391
Trihydroxy,137.98,389
Trihydroxy,216.15,378
Trihydroxy,484.58,377
Trihydroxy,68.97,376
Trihydroxy,493.1,370
Trihydroxy,484.59,370
Trihydroxy,54.05,365
Trihydroxy,232.02,361
Trihydroxy,40.03,361
Trihydroxy,391.31,358
Trihydroxy,43.94,347
Trihydroxy,5.01,328
Trihydroxy,374.28,327
Trihydroxy,37.92,318
Trihydroxy,124.04,315
Trihydroxy,17,310
Trihydroxy,73.07,306
Trihydroxy,233.05,305
Trihydroxy,221.02,304
Trihydroxy,128.06,302
Trihydroxy,186.97,301
Trihydroxy,136.98,294
Trihydroxy,4.01,291
Trihydroxy,1,291
Trihydroxy,72.19,281
Trihydroxy,162.05,277
Trihydroxy,117.02,276
Trihydroxy,22.02,276
Trihydroxy,356.27,272
Trihydroxy,639.32,272
Trihydroxy,152.06,270
Trihydroxy,163.06,268
Trihydroxy,372.26,267
Trihydroxy,390.27,265
Trihydroxy,21.98,255
Trihydroxy,129.04,255
Trihydroxy,114.04,246
Trihydroxy,47.47,245
Trihydroxy,392.29,235
Trihydroxy,163.03,234
Trihydroxy,0.99,232
Trihydroxy,128.1,225
Trihydroxy,186.08,224
Trihydroxy,19.02,223
Trihydroxy,31.04,220
Trihydroxy,74.06,214
Trihydroxy,71.04,214
Trihydroxy,73,210
Trihydroxy,427.26,209
Trihydroxy,18.99,203
Trihydroxy,96.98,200
Trihydroxy,816.57,197
Trihydroxy,113.08,196
Trihydroxy,79.96,195
Trihydroxy,22,193
Trihydroxy,89.03,191
Trihydroxy,123,190
Trihydroxy,186.05,189
Trihydroxy,606.3,188
Trihydroxy,72.12,188
Trihydroxy,215.04,186
Trihydroxy,114.08,186
Trihydroxy,86.98,184
Trihydroxy,154,181
Trihydroxy,72.13,181
Trihydroxy,39.02,180
Trihydroxy,23.02,176
Trihydroxy,518.64,172
Trihydroxy,71.02,172
Trihydroxy,15.01,171
Trihydroxy,231.1,164
Trihydroxy,105.03,162
Trihydroxy,99.07,162
Trihydroxy,188,162
Trihydroxy,27.05,161
Trihydroxy,612.43,161
Trihydroxy,38.05,159
Trihydroxy,72.09,158
Trihydroxy,113.03,158
Trihydroxy,35.01,156
Trihydroxy,38.03,155
Trihydroxy,37.02,154
Trihydroxy,219.07,152
Trihydroxy,101.05,152
Trihydroxy,42.01,151
Trihydroxy,57.03,150
Trihydroxy,56.03,150
Trihydroxy,53.89,149
Trihydroxy,54.99,149
Trihydroxy,193.06,147
Trihydroxy,245.99,146
Trihydroxy,152.99,146
Trihydroxy,111.16,146
Trihydroxy,485.09,145
Trihydroxy,388.26,145
Trihydroxy,782.21,144
Trihydroxy,493.6,136
Trihydroxy,118.97,136
Trihydroxy,2.01,136
Trihydroxy,185.98,135
Trihydroxy,179.08,134
Trihydroxy,37.03,133
Trihydroxy,232.03,132
Trihydroxy,108.04,131
Trihydroxy,164.06,130
Trihydroxy,493.09,130
Trihydroxy,154.01,129
Trihydroxy,188.97,128
Trihydroxy,201.97,128
Trihydroxy,186.1,126
Trihydroxy,128.09,126
Trihydroxy,350.21,125
Trihydroxy,53,125
Trihydroxy,3,125
Trihydroxy,408.28,124
Trihydroxy,510.12,122
Trihydroxy,69,121
Trihydroxy,223.11,121
Trihydroxy,314.19,121
Trihydroxy,168.04,120
Trihydroxy,1.01,118
Trihydroxy,136.03,117
Trihydroxy,72.05,116
Trihydroxy,129.06,113
Trihydroxy,135.03,112
Trihydroxy,36.06,112
Trihydroxy,17.02,111
Trihydroxy,425.31,110
Trihydroxy,196.1,110
Trihydroxy,264.25,108
Trihydroxy,55.03,108
Trihydroxy,111.05,107
Trihydroxy,72.1,105
Trihydroxy,204,103
Trihydroxy,69.98,103
Trihydroxy,223.62,103
Trihydroxy,510.13,102
Trihydroxy,150.05,101
Trihydroxy,175.05,101
Trihydroxy,105.02,101
Trihydroxy,176.03,100
Trihydroxy,36.03,100
Trihydroxy,186.11,99
Trihydroxy,406.28,98
Trihydroxy,261.1,98
Trihydroxy,21.01,97
Trihydroxy,38,96
Trihydroxy,56.04,95
Trihydroxy,36.2,94
Trihydroxy,166.93,93
Trihydroxy,54.01,92
Trihydroxy,539.36,91
Trihydroxy,36.95,91
Trihydroxy,93.04,90
Trihydroxy,236.1,88
Trihydroxy,73.05,88
Trihydroxy,138.01,86
Trihydroxy,115.03,86
Trihydroxy,427.76,86
Trihydroxy,204.14,85
Trihydroxy,78.02,85
Trihydroxy,29.03,84
Trihydroxy,383.62,84
Trihydroxy,22.03,83
Trihydroxy,444.61,83
Trihydroxy,184.95,83
Trihydroxy,364.65,82
Trihydroxy,522.33,82
Trihydroxy,535.67,80
Trihydroxy,72.02,80
Trihydroxy,230,80
Trihydroxy,122.01,79
Trihydroxy,392.3,79
Trihydroxy,85.05,78
Trihydroxy,408.79,77
Trihydroxy,166.94,76
Trihydroxy,799.23,76
Trihydroxy,54.11,75
Trihydroxy,110.08,75
Trihydroxy,96.99,75
Trihydroxy,161.07,74
Trihydroxy,113.02,74
Trihydroxy,486.31,74
Trihydroxy,36.13,74
Trihydroxy,0.96,74
Trihydroxy,185.02,73
Trihydroxy,117.03,72
Trihydroxy,236.06,71
Trihydroxy,6.03,71
Trihydroxy,818.58,71
Trihydroxy,53.02,71
Trihydroxy,535.66,70
Trihydroxy,5.99,70
Trihydroxy,391.3,70
Trihydroxy,216.16,70
Trihydroxy,246.24,68
Trihydroxy,425.32,68
Trihydroxy,59.05,68
Trihydroxy,36,68
Trihydroxy,604.28,67
Trihydroxy,5,66
Trihydroxy,59.99,66
Trihydroxy,43.04,66
Trihydroxy,320.25,66
Trihydroxy,384.13,65
Trihydroxy,137.99,65
Trihydroxy,95.07,64
Trihydroxy,109.03,64
Trihydroxy,47.48,64
Trihydroxy,280.05,63
Trihydroxy,184.94,63
Trihydroxy,8.03,63
Trihydroxy,71.63,63
Trihydroxy,224.98,63
Trihydroxy,639.33,63
Trihydroxy,52.01,63
Trihydroxy,145.05,62
Trihydroxy,89.04,62
Trihydroxy,72.99,62
Trihydroxy,99.01,62
Trihydroxy,18.97,62
Trihydroxy,250.08,61
Trihydroxy,148.07,61
Trihydroxy,77.06,61
Trihydroxy,60.03,61
Trihydroxy,41.02,61
Trihydroxy,127.04,61
Trihydroxy,249.06,61
Trihydroxy,16.98,60
Trihydroxy,673.38,60
Trihydroxy,7.99,60
Trihydroxy,383.63,60
Trihydroxy,167.04,60
Trihydroxy,219.08,59
Trihydroxy,19.01,59
Trihydroxy,126.94,59
Trihydroxy,168.96,59
Trihydroxy,52,58
Trihydroxy,54.04,58
Trihydroxy,3.97,58
Trihydroxy,36.98,57
Trihydroxy,799.24,57
Trihydroxy,54.16,57
Trihydroxy,444.6,57
Trihydroxy,515.29,56
Trihydroxy,389.3,56
Trihydroxy,150.97,56
Trihydroxy,641.77,55
Trihydroxy,137.01,55
Trihydroxy,162.06,55
Trihydroxy,73.06,54
Trihydroxy,279.26,54
Trihydroxy,53.01,54
Trihydroxy,211.03,54
Trihydroxy,39.48,54
Trihydroxy,702.25,53
Trihydroxy,123.04,53
Trihydroxy,154.04,53
Trihydroxy,303.26,52
Trihydroxy,604.29,51
Trihydroxy,38.02,50
Trihydroxy,3.94,50
Trihydroxy,301.24,50
Trihydroxy,374.18,49
Trihydroxy,149.07,49
Trihydroxy,519.14,49
Trihydroxy,184.98,48
Trihydroxy,16.96,48
Trihydroxy,20.95,48
Trihydroxy,17.81,48
Trihydroxy,57.86,47
Trihydroxy,87.03,47
Trihydroxy,306.08,47
Trihydroxy,404.26,47
Trihydroxy,26,47
Trihydroxy,485.08,46
Trihydroxy,71.13,46
Trihydroxy,78.01,46
Trihydroxy,230.01,46
Trihydroxy,18.21,46
Trihydroxy,435.25,46
Trihydroxy,219,45
Trihydroxy,483.58,45
Trihydroxy,1.91,45
Trihydroxy,168.03,45
Trihydroxy,56.06,45
Trihydroxy,495.58,45
Trihydroxy,128.99,45
Trihydroxy,404.63,45
Trihydroxy,52.07,44
Trihydroxy,40.01,44
Trihydroxy,18.03,44
Trihydroxy,36.04,44
Trihydroxy,74.04,44
Trihydroxy,493.11,44
Trihydroxy,233.06,44
Trihydroxy,108.03,44
Trihydroxy,33,44
Trihydroxy,108.02,43
Trihydroxy,59.03,43
Trihydroxy,267.07,43
Trihydroxy,53.92,43
Trihydroxy,131.04,43
Trihydroxy,470.15,43
Trihydroxy,499.13,43
Trihydroxy,493.59,43
Trihydroxy,132.04,43
Trihydroxy,223.49,42
Trihydroxy,10.02,42
Trihydroxy,101.03,42
Trihydroxy,631.31,42
Trihydroxy,43.93,42
Trihydroxy,501.61,41
Trihydroxy,65.03,41
Trihydroxy,114.05,41
Trihydroxy,595.25,41
Trihydroxy,58.08,41
Trihydroxy,509.31,41
Trihydroxy,70.08,41
Trihydroxy,232.07,40
Trihydroxy,374.29,40
Trihydroxy,816.58,40
Trihydroxy,72.21,40
Trihydroxy,186.06,40
Trihydroxy,53.96,39
Trihydroxy,673.37,39
Trihydroxy,536.17,39
Trihydroxy,232.01,39
Trihydroxy,122,39
Trihydroxy,0.02,39
Trihydroxy,435.24,39
Trihydroxy,51.97,39
Trihydroxy,1.96,38
Trihydroxy,70.09,38
Trihydroxy,222.11,38
Trihydroxy,470.24,38
Trihydroxy,407.28,38
Trihydroxy,168.12,37
Trihydroxy,55.01,37
Trihydroxy,115.64,37
Trihydroxy,510.63,37
Trihydroxy,124.02,37
Trihydroxy,163.07,37
Trihydroxy,88,37
Trihydroxy,435.6,37
Trihydroxy,23.99,37
Trihydroxy,19.97,37
Trihydroxy,90.01,37
Trihydroxy,204.12,36
Trihydroxy,88.06,36
Trihydroxy,89.05,36
Trihydroxy,641.78,36
Trihydroxy,137.97,36
Trihydroxy,158.02,36
Trihydroxy,57.06,35
Trihydroxy,123.01,35
Trihydroxy,71.05,35
Trihydroxy,106.94,34
Trihydroxy,124.05,34
Trihydroxy,153,34
Trihydroxy,445.11,34
Trihydroxy,4.02,34
Trihydroxy,78.97,34
Trihydroxy,10.06,34
Trihydroxy,166.04,34
Trihydroxy,137.06,34
Trihydroxy,211.07,33
Trihydroxy,55.95,33
Trihydroxy,14.02,33
Trihydroxy,71.03,33
Trihydroxy,110.05,33
Trihydroxy,26.04,33
Trihydroxy,52.03,33
Trihydroxy,150.99,33
Trihydroxy,388.27,33
Trihydroxy,427.77,33
Trihydroxy,92.03,32
Trihydroxy,18.08,32
Trihydroxy,73.98,32
Trihydroxy,483.57,32
Trihydroxy,36.09,32
Trihydroxy,833.29,32
Trihydroxy,56.02,32
Trihydroxy,20.02,32
Trihydroxy,166.99,32
Trihydroxy,51.98,32
Trihydroxy,375.64,32
Trihydroxy,37.93,32
Trihydroxy,11.02,31
Trihydroxy,166.97,31
Trihydroxy,60.04,31
Trihydroxy,40.04,31
Trihydroxy,281.27,31
Trihydroxy,118.96,31
Trihydroxy,84.07,31
Trihydroxy,138,30
Trihydroxy,13.04,30
Trihydroxy,177.13,30
Trihydroxy,105.99,30
Trihydroxy,494.1,30
Trihydroxy,296.05,30
Trihydroxy,156.1,30
Trihydroxy,47.02,29
Trihydroxy,36.1,29
Trihydroxy,80.03,29
Trihydroxy,630.81,29
Trihydroxy,72.14,29
Trihydroxy,88.09,29
Trihydroxy,124.98,29
Trihydroxy,42.03,29
Trihydroxy,311.19,29
Trihydroxy,338.26,29
Trihydroxy,111.03,29
Trihydroxy,75.99,28
Trihydroxy,54.06,28
Trihydroxy,36.9,28
Trihydroxy,168.94,28
Trihydroxy,24.04,28
Trihydroxy,18.18,28
Trihydroxy,168.07,28
Trihydroxy,72.22,28
Trihydroxy,38.06,28
Trihydroxy,880.44,28
Trihydroxy,499.14,27
Trihydroxy,73.08,27
Trihydroxy,816.26,27
Trihydroxy,472.25,27
Trihydroxy,50.96,27
Trihydroxy,38.48,27
Trihydroxy,147.03,27
Trihydroxy,231.11,27
Trihydroxy,392.14,27
Trihydroxy,277.24,26
Trihydroxy,45.06,26
Trihydroxy,76,26
Trihydroxy,5.98,26
Trihydroxy,390.29,26
Trihydroxy,61.94,26
Trihydroxy,59.02,26
Trihydroxy,164.94,26
Trihydroxy,113.1,26
Trihydroxy,18.12,26
Trihydroxy,22.04,26
Trihydroxy,282.26,26
Trihydroxy,118.09,25
Trihydroxy,8.95,25
Trihydroxy,1.97,25
Trihydroxy,505.12,25
Trihydroxy,196.05,25
Trihydroxy,51.99,25
Trihydroxy,156.09,25
Trihydroxy,90.96,25
Trihydroxy,130.11,24
Trihydroxy,20,24
Trihydroxy,129.05,24
Trihydroxy,188.99,24
Trihydroxy,404.25,24
Trihydroxy,164.07,24
Trihydroxy,392.13,24
Trihydroxy,478.66,24
Trihydroxy,87.01,24
Trihydroxy,53.43,24
Trihydroxy,53.98,24
Trihydroxy,20.99,24
Trihydroxy,44.04,23
Trihydroxy,35.2,23
Trihydroxy,12.05,23
Trihydroxy,107.51,23
Trihydroxy,286.08,23
Trihydroxy,36.21,23
Trihydroxy,125.98,23
Trihydroxy,35,23
Trihydroxy,203.08,23
Trihydroxy,20.01,23
Trihydroxy,504.08,23
Trihydroxy,110.04,23
Trihydroxy,65.01,23
Trihydroxy,95.08,23
Trihydroxy,612.93,23
Trihydroxy,351.13,23
Trihydroxy,491.3,23
Trihydroxy,18.22,22
Trihydroxy,48.49,22
Trihydroxy,73.97,22
Trihydroxy,18.19,22
Trihydroxy,17.8,22
Trihydroxy,188.16,22
Trihydroxy,509.32,22
Trihydroxy,237.99,22
Trihydroxy,606.31,22
Trihydroxy,579.25,22
Trihydroxy,74.11,22
Trihydroxy,25.03,22
Trihydroxy,206.93,22
Trihydroxy,407.3,22
Trihydroxy,510.62,22
Trihydroxy,35.83,22
Trihydroxy,55.04,22
Trihydroxy,157.09,22
Trihydroxy,58.04,22
Trihydroxy,120.98,21
Trihydroxy,62.05,21
Trihydroxy,54.15,21
Trihydroxy,3.88,21
Trihydroxy,405.13,21
Trihydroxy,656.35,21
Trihydroxy,782.2,21
Trihydroxy,147.04,21
Trihydroxy,152.03,21
Trihydroxy,409.79,21
Trihydroxy,69.68,21
Trihydroxy,116.97,21
Trihydroxy,24,21
Trihydroxy,232.15,21
Trihydroxy,117.05,21
Trihydroxy,168.99,21
Trihydroxy,54.96,21
Trihydroxy,76.03,21
Trihydroxy,186.09,20
Trihydroxy,505.11,20
Trihydroxy,60.5,20
Trihydroxy,169.16,20
Trihydroxy,1020.72,20
Trihydroxy,370.25,20
Trihydroxy,14.03,20
Trihydroxy,169.87,20
Trihydroxy,639.31,20
Trihydroxy,495.57,20
Trihydroxy,70.01,20
Trihydroxy,230.15,20
Trihydroxy,106.03,20
Trihydroxy,453.73,20
Trihydroxy,305.27,20
Trihydroxy,48.98,20
Trihydroxy,87.04,20
Trihydroxy,81,20
Trihydroxy,56.07,20
Trihydroxy,240.07,20
Trihydroxy,166.03,20
Trihydroxy,71.96,19
Trihydroxy,236.09,19
Trihydroxy,435.75,19
Trihydroxy,18,19
Trihydroxy,432.33,19
Trihydroxy,111.04,19
Trihydroxy,128.96,19
Trihydroxy,246.01,19
Trihydroxy,493.61,19
Trihydroxy,81.06,19
Trihydroxy,507.13,19
Trihydroxy,143.14,19
Trihydroxy,18.09,19
Trihydroxy,169.56,19
Trihydroxy,633.79,19
Trihydroxy,427.27,19
Trihydroxy,4.98,19
Trihydroxy,202.01,19
Trihydroxy,163.04,19
Trihydroxy,187.96,18
Trihydroxy,187.98,18
Trihydroxy,83.04,18
Trihydroxy,123.99,18
Trihydroxy,482.57,18
Trihydroxy,38.11,18
Trihydroxy,79.01,18
Trihydroxy,470.65,18
Trihydroxy,53.5,18
Trihydroxy,238,18
Trihydroxy,30.98,18
Trihydroxy,73.95,18
Trihydroxy,308.65,18
Trihydroxy,90.02,18
Trihydroxy,485.59,18
Trihydroxy,26.03,18
Trihydroxy,100.96,18
Trihydroxy,69.95,18
Trihydroxy,88.98,18
Trihydroxy,256.17,17
Trihydroxy,18.11,17
Trihydroxy,453.64,17
Trihydroxy,20.96,17
Trihydroxy,53.95,17
Trihydroxy,15.99,17
Trihydroxy,71.01,17
Trihydroxy,376.14,17
Trihydroxy,152.07,17
Trihydroxy,404.62,17
Trihydroxy,137.02,17
Trihydroxy,37,17
Trihydroxy,124.06,17
Trihydroxy,248.02,17
Trihydroxy,622.31,17
Trihydroxy,238.1,17
Trihydroxy,518.63,17
Trihydroxy,135.04,17
Trihydroxy,229.08,17
Trihydroxy,204.15,17
Trihydroxy,186.07,17
Trihydroxy,143.13,17
Trihydroxy,28.14,17
Trihydroxy,539.35,17
Trihydroxy,356.28,17
Trihydroxy,124,17
Trihydroxy,3.03,16
Trihydroxy,123.05,16
Trihydroxy,36.01,16
Trihydroxy,150.06,16
Trihydroxy,53.05,16
Trihydroxy,92.04,16
Trihydroxy,38.01,16
Trihydroxy,568.2,16
Trihydroxy,897.47,16
Trihydroxy,129.03,16
Trihydroxy,37.96,16
Trihydroxy,186.01,16
Trihydroxy,38.96,16
Trihydroxy,69.02,16
Trihydroxy,816.27,16
Trihydroxy,86.99,16
Trihydroxy,39.99,16
Trihydroxy,144.04,16
Trihydroxy,2.96,16
Trihydroxy,177.06,16
Trihydroxy,591.36,16
Trihydroxy,472.32,16
Trihydroxy,196.11,16
Trihydroxy,38.92,16
Trihydroxy,52.08,16
Trihydroxy,365.15,16
Trihydroxy,72.03,16
Trihydroxy,42.02,16
Trihydroxy,53.97,16
Trihydroxy,261.25,16
Trihydroxy,138.05,16
Trihydroxy,72.93,16
Trihydroxy,23,15
Trihydroxy,56.9,15
Trihydroxy,391.32,15
Trihydroxy,833.28,15
Trihydroxy,314.18,15
Trihydroxy,91.01,15
Trihydroxy,17.19,15
Trihydroxy,329.24,15
Trihydroxy,87.07,15
Trihydroxy,296.04,15
Trihydroxy,3.01,15
Trihydroxy,35.96,15
Trihydroxy,392.64,15
Trihydroxy,215.05,15
Trihydroxy,189,15
Trihydroxy,60.01,15
Trihydroxy,11.98,15
Trihydroxy,73.11,15
Trihydroxy,73.15,15
Trihydroxy,51.92,15
Trihydroxy,384.12,15
Trihydroxy,484.6,15
Trihydroxy,355.26,15
Trihydroxy,684.24,15
Trihydroxy,14.01,15
Trihydroxy,275.14,15
Trihydroxy,111.01,14
Trihydroxy,87.05,14
Trihydroxy,3.98,14
Trihydroxy,260.18,14
Trihydroxy,27.98,14
Trihydroxy,363.07,14
Trihydroxy,1.05,14
Trihydroxy,511.13,14
Trihydroxy,90.64,14
Trihydroxy,406.31,14
Trihydroxy,111.15,14
Trihydroxy,132.05,14
Trihydroxy,2,14
Trihydroxy,293.09,14
Trihydroxy,2.09,14
Trihydroxy,17.08,14
Trihydroxy,30.03,14
Trihydroxy,72.23,14
Trihydroxy,10.04,14
Trihydroxy,164.1,14
Trihydroxy,69.99,14
Trihydroxy,7.95,14
Trihydroxy,21.04,14
Trihydroxy,350.25,14
Trihydroxy,73.01,14
Trihydroxy,494.11,14
Trihydroxy,200.12,14
Trihydroxy,13.01,14
Trihydroxy,880.94,14
Trihydroxy,103.17,14
Trihydroxy,96.02,14
Trihydroxy,482.56,14
Trihydroxy,90.95,14
Trihydroxy,719.28,14
Trihydroxy,782.22,13
Trihydroxy,86.97,13
Trihydroxy,138.48,13
Trihydroxy,1021.22,13
Trihydroxy,536.16,13
Trihydroxy,185.14,13
Trihydroxy,39.05,13
Trihydroxy,432.32,13
Trihydroxy,280.06,13
Trihydroxy,0.01,13
Trihydroxy,93.48,13
Trihydroxy,109,13
Trihydroxy,223.13,13
Trihydroxy,300.06,13
Trihydroxy,112.1,13
Trihydroxy,112.07,13
Trihydroxy,179.06,13
Trihydroxy,517.42,13
Trihydroxy,89.02,13
Trihydroxy,36.07,13
Trihydroxy,144.95,13
Trihydroxy,72.18,13
Trihydroxy,502.11,13
Trihydroxy,248.15,13
Trihydroxy,218.15,13
Trihydroxy,94.04,12
Trihydroxy,107.02,12
Trihydroxy,68.96,12
Trihydroxy,54.12,12
Trihydroxy,261.11,12
Trihydroxy,161.05,12
Trihydroxy,126.48,12
Trihydroxy,196.6,12
Trihydroxy,89.01,12
Trihydroxy,232.44,12
Trihydroxy,16,12
Trihydroxy,391.74,12
Trihydroxy,57.98,12
Trihydroxy,497.28,12
Trihydroxy,612.44,12
Trihydroxy,93.03,12
Trihydroxy,175.03,12
Trihydroxy,634.29,12
Trihydroxy,17.96,12
Trihydroxy,641.27,12
Trihydroxy,73.02,12
Trihydroxy,16.97,12
Trihydroxy,122.97,12
Trihydroxy,18.05,12
Trihydroxy,675.21,12
Trihydroxy,453.35,12
Trihydroxy,20.81,12
Trihydroxy,817.58,12
Trihydroxy,155.03,12
Trihydroxy,641.32,12
Trihydroxy,833.3,12
Trihydroxy,485.1,12
Trihydroxy,391.24,12
Trihydroxy,77.07,12
Trihydroxy,88.03,12
Trihydroxy,6.02,12
Trihydroxy,556.32,12
Trihydroxy,63.05,12
Trihydroxy,69.06,12
Trihydroxy,70,11
Trihydroxy,436.32,11
Trihydroxy,298.19,11
Trihydroxy,483.12,11
Trihydroxy,93,11
Trihydroxy,187.97,11
Trihydroxy,84.1,11
Trihydroxy,96.93,11
Trihydroxy,50.99,11
Trihydroxy,102.08,11
Trihydroxy,83.05,11
Trihydroxy,151,11
Trihydroxy,203.97,11
Trihydroxy,278.04,11
Trihydroxy,205.15,11
Trihydroxy,9.98,11
Trihydroxy,372.28,11
Trihydroxy,23.98,11
Trihydroxy,507.14,11
Trihydroxy,146.07,11
Trihydroxy,124.36,11
Trihydroxy,394.61,11
Trihydroxy,889.46,11
Trihydroxy,53.99,11
Trihydroxy,80.06,11
Trihydroxy,42.05,11
Trihydroxy,206.91,11
Trihydroxy,150.04,11
Trihydroxy,70.97,11
Trihydroxy,897.97,11
Trihydroxy,242,11
Trihydroxy,212.5,11
Trihydroxy,9,11
Trihydroxy,196.61,11
Trihydroxy,89.99,11
Trihydroxy,57.84,11
Trihydroxy,1.99,11
Trihydroxy,53.91,11
Trihydroxy,75.07,11
Trihydroxy,355.31,11
Trihydroxy,54.08,11
Trihydroxy,93.02,11
Trihydroxy,81.03,11
Trihydroxy,50.95,11
Trihydroxy,223.63,11
Trihydroxy,55.9,11
Trihydroxy,496.07,11
Trihydroxy,572.31,11
Trihydroxy,125.03,10
Trihydroxy,72.08,10
Trihydroxy,160.04,10
Trihydroxy,408.3,10
Trihydroxy,35.98,10
Trihydroxy,90.04,10
Trihydroxy,222.01,10
Trihydroxy,897.46,10
Trihydroxy,89.1,10
Trihydroxy,1.98,10
Trihydroxy,12.06,10
Trihydroxy,204.65,10
Trihydroxy,445.1,10
Trihydroxy,343.07,10
Trihydroxy,52.99,10
Trihydroxy,164.93,10
Trihydroxy,8.04,10
Trihydroxy,60.06,10
Trihydroxy,92.02,10
Trihydroxy,72.97,10
Trihydroxy,488.24,10
Trihydroxy,168.06,10
Trihydroxy,17.09,10
Trihydroxy,297.08,10
Trihydroxy,312.17,10
Trihydroxy,298.2,10
Trihydroxy,399.1,10
Trihydroxy,8.02,10
Trihydroxy,71.14,10
Trihydroxy,106.5,10
Trihydroxy,39.85,10
Trihydroxy,25.96,10
Trihydroxy,57.04,10
Trihydroxy,153.01,10
Trihydroxy,16.01,10
Trihydroxy,269.06,10
Trihydroxy,188.98,10
Trihydroxy,408.9,10
Trihydroxy,16.05,10
Trihydroxy,519.64,10
Trihydroxy,51.01,10
Trihydroxy,12.02,10
Trihydroxy,34.97,10
Trihydroxy,116.1,10
Trihydroxy,888.95,10
Trihydroxy,204.09,10
Trihydroxy,169.55,10
Trihydroxy,606.29,10
Trihydroxy,799.25,10
Trihydroxy,579.26,10
Trihydroxy,517.43,10
Trihydroxy,58.02,9
Trihydroxy,531.29,9
Trihydroxy,69.51,9
Trihydroxy,187.14,9
Trihydroxy,633.78,9
Trihydroxy,102.97,9
Trihydroxy,115.65,9
Trihydroxy,660.24,9
Trihydroxy,559.44,9
Trihydroxy,70.03,9
Trihydroxy,373.3,9
Trihydroxy,220.22,9
Trihydroxy,159.13,9
Trihydroxy,134.05,9
Trihydroxy,57.01,9
Trihydroxy,35.99,9
Trihydroxy,624.3,9
Trihydroxy,40,9
Trihydroxy,262.23,9
Trihydroxy,71.06,9
Trihydroxy,633.29,9
Trihydroxy,435.61,9
Trihydroxy,491.31,9
Trihydroxy,495.59,9
Trihydroxy,278.13,9
Trihydroxy,263.26,9
Trihydroxy,72,9
Trihydroxy,762.55,9
Trihydroxy,21.94,9
Trihydroxy,53.49,9
Trihydroxy,229.04,9
Trihydroxy,91.06,9
Trihydroxy,54.98,9
Trihydroxy,185.97,9
Trihydroxy,372.65,9
Trihydroxy,117.06,9
Trihydroxy,73.09,9
Trihydroxy,180.09,9
Trihydroxy,246.89,9
Trihydroxy,248.03,9
Trihydroxy,59.06,9
Trihydroxy,504.07,9
Trihydroxy,17.04,9
Trihydroxy,202.14,9
Trihydroxy,0.05,9
Trihydroxy,409.29,9
Trihydroxy,15.04,9
Trihydroxy,344.09,9
Trihydroxy,224.97,9
Trihydroxy,572.32,9
Trihydroxy,503.09,9
Trihydroxy,224.08,9
Trihydroxy,88.07,9
Trihydroxy,496.08,9
Trihydroxy,157.08,9
Trihydroxy,72.94,9
Trihydroxy,531.28,9
Trihydroxy,78.05,9
Trihydroxy,202.13,9
Trihydroxy,213.03,9
Trihydroxy,899.93,8
Trihydroxy,510.31,8
Trihydroxy,36.97,8
Trihydroxy,38.99,8
Trihydroxy,39.94,8
Trihydroxy,204.11,8
Trihydroxy,294.04,8
Trihydroxy,96.07,8
Trihydroxy,197.11,8
Trihydroxy,0.06,8
Trihydroxy,17.97,8
Trihydroxy,423.3,8
Trihydroxy,678.35,8
Trihydroxy,395.12,8
Trihydroxy,75.01,8
Trihydroxy,127.01,8
Trihydroxy,501.6,8
Trihydroxy,44.05,8
Trihydroxy,504.09,8
Trihydroxy,35.06,8
Trihydroxy,391.61,8
Trihydroxy,120.99,8
Trihydroxy,54.22,8
Trihydroxy,17.95,8
Trihydroxy,35.05,8
Trihydroxy,37.98,8
Trihydroxy,436.1,8
Trihydroxy,371.26,8
Trihydroxy,70.02,8
Trihydroxy,641.28,8
Trihydroxy,1.07,8
Trihydroxy,407.31,8
Trihydroxy,631.81,8
Trihydroxy,1021.72,8
Trihydroxy,631.32,8
Trihydroxy,4.03,8
Trihydroxy,384.63,8
Trihydroxy,633.28,8
Trihydroxy,35.08,8
Trihydroxy,28.05,8
Trihydroxy,625.3,8
Trihydroxy,109.01,8
Trihydroxy,660.25,8
Trihydroxy,168.11,8
Trihydroxy,502.12,8
Trihydroxy,392.6,8
Trihydroxy,22.99,8
Trihydroxy,324.11,8
Trihydroxy,56.97,8
Trihydroxy,237.25,8
Trihydroxy,424.64,8
Trihydroxy,97.05,8
Trihydroxy,74.02,8
Trihydroxy,334.13,8
Trihydroxy,144.93,8
Trihydroxy,46.02,8
Trihydroxy,436.11,8
Trihydroxy,116.98,8
Trihydroxy,54.1,8
Trihydroxy,453.34,8
Trihydroxy,167.13,8
Trihydroxy,416.33,8
Trihydroxy,483.13,8
Trihydroxy,355.25,8
Trihydroxy,350.22,8
Trihydroxy,6.04,8
Trihydroxy,221.1,8
Trihydroxy,55.06,8
Trihydroxy,395.11,8
Trihydroxy,378.63,8
Trihydroxy,145.06,8
Trihydroxy,104.06,8
Trihydroxy,821.2,7
Trihydroxy,120.09,7
Trihydroxy,43.97,7
Trihydroxy,70.05,7
Trihydroxy,64.03,7
