Bile,delta,count
Trihydroxy,110.01,2
Trihydroxy,502.1,2
Trihydroxy,518.37,2
Trihydroxy,4.99,2
Trihydroxy,142.11,2
Trihydroxy,414.24,2
Trihydroxy,270.22,2
Trihydroxy,30.05,2
Trihydroxy,188.21,2
Trihydroxy,88.93,2
Trihydroxy,88.94,2
Trihydroxy,179.09,2
Trihydroxy,162.02,2
Trihydroxy,126.97,2
Trihydroxy,39.89,2
Trihydroxy,11.05,2
Trihydroxy,260.06,2
Trihydroxy,159.04,2
Trihydroxy,372.23,2
Trihydroxy,50.07,2
Trihydroxy,227,2
Trihydroxy,14,2
Trihydroxy,69.86,2
Trihydroxy,135,2
Trihydroxy,630.82,2
Trihydroxy,203.59,2
Trihydroxy,159.14,2
Trihydroxy,38.49,2
Trihydroxy,543.45,2
Trihydroxy,38.91,2
Trihydroxy,499.42,2
Trihydroxy,536.66,2
Trihydroxy,470.64,2
Trihydroxy,804.21,2
Trihydroxy,230.02,2
Trihydroxy,240.17,2
Trihydroxy,40.05,2
Trihydroxy,719.27,2
Trihydroxy,181.05,2
Trihydroxy,115.98,2
Trihydroxy,305.28,2
Trihydroxy,1.17,2
Trihydroxy,227.22,2
Trihydroxy,356.65,2
Trihydroxy,409.15,2
Trihydroxy,117.94,2
Trihydroxy,212.03,2
Trihydroxy,113.04,2
Trihydroxy,9.95,2
Trihydroxy,375.63,2
Trihydroxy,891.44,2
Trihydroxy,59.93,2
Trihydroxy,301.22,2
Trihydroxy,108.99,2
Trihydroxy,661.3,2
Trihydroxy,837.19,2
Trihydroxy,221.6,2
Trihydroxy,464.32,2
Trihydroxy,91.04,2
Trihydroxy,55.91,2
Trihydroxy,516.3,2
Trihydroxy,71.12,2
Trihydroxy,312.28,2
Trihydroxy,330.1,2
Trihydroxy,613.44,2
Trihydroxy,453.62,2
Trihydroxy,138.04,2
Trihydroxy,483.59,2
Trihydroxy,376.65,2
Trihydroxy,517.63,2
Trihydroxy,119,2
Trihydroxy,120.01,2
Trihydroxy,88.79,2
Trihydroxy,137.38,2
Trihydroxy,88.95,2
Trihydroxy,551.18,2
Trihydroxy,521.1,2
Trihydroxy,247,2
Trihydroxy,340.09,2
Trihydroxy,528.28,2
Trihydroxy,59.07,2
Trihydroxy,56.01,2
Trihydroxy,30.07,2
Trihydroxy,409.8,2
Trihydroxy,165.44,2
Trihydroxy,780.2,2
Trihydroxy,682.23,2
Trihydroxy,72.24,2
Trihydroxy,463.28,2
Trihydroxy,889.47,2
Trihydroxy,468.22,2
Trihydroxy,95.5,2
Trihydroxy,99.95,2
Trihydroxy,46.06,2
Trihydroxy,392.42,2
Trihydroxy,107.25,2
Trihydroxy,241.65,2
Trihydroxy,425.3,2
Trihydroxy,199.06,2
Trihydroxy,482.07,2
Trihydroxy,142.07,2
Trihydroxy,84.11,2
Trihydroxy,54.95,2
Trihydroxy,40.08,2
Trihydroxy,115.04,2
Trihydroxy,123.49,2
Trihydroxy,147.99,2
Trihydroxy,134.97,2
Trihydroxy,117.97,2
Trihydroxy,34.06,2
Trihydroxy,166.02,2
Trihydroxy,425.24,2
Trihydroxy,92.05,2
Trihydroxy,106.06,2
Trihydroxy,106.05,2
Trihydroxy,227.21,2
Trihydroxy,3.49,2
Trihydroxy,373.16,2
Trihydroxy,319.04,2
Trihydroxy,634.45,2
Trihydroxy,672.37,2
Trihydroxy,399.09,2
Trihydroxy,417.32,2
Trihydroxy,177.63,2
Trihydroxy,629.32,2
Trihydroxy,75,2
Trihydroxy,26.02,2
Trihydroxy,31.5,2
Trihydroxy,20.86,2
Trihydroxy,264.26,2
Trihydroxy,186.03,2
Trihydroxy,54.89,2
Trihydroxy,72.45,2
Trihydroxy,384.62,2
Trihydroxy,115.95,2
Trihydroxy,126.13,2
Trihydroxy,194.07,2
Trihydroxy,46.04,2
Trihydroxy,385.13,2
Trihydroxy,430.17,2
Trihydroxy,8.06,2
Trihydroxy,2.05,2
Trihydroxy,510.64,2
Trihydroxy,772.89,2
Trihydroxy,628.29,2
Trihydroxy,641.23,2
Trihydroxy,99.21,2
Trihydroxy,52.44,2
Trihydroxy,19.06,2
Trihydroxy,608.3,2
Trihydroxy,338.29,2
Trihydroxy,54.17,2
Trihydroxy,115,2
Trihydroxy,577.24,2
Trihydroxy,499.09,2
Trihydroxy,679.48,2
Trihydroxy,65.1,2
Trihydroxy,51.3,2
Trihydroxy,19.89,2
Trihydroxy,214.11,2
Trihydroxy,374.17,2
Trihydroxy,114.64,2
Trihydroxy,296.06,2
Trihydroxy,39.98,2
Trihydroxy,51.93,2
Trihydroxy,233.57,2
Trihydroxy,8.97,2
Trihydroxy,623.31,2
Trihydroxy,453.45,2
Trihydroxy,561.32,2
Trihydroxy,80.97,2
Trihydroxy,220.1,2
Trihydroxy,38.07,2
Trihydroxy,149.05,2
Trihydroxy,83.08,2
Trihydroxy,283.03,2
Trihydroxy,71.99,2
Trihydroxy,289.63,2
Trihydroxy,215.09,2
Trihydroxy,53.17,2
Trihydroxy,36.15,2
Trihydroxy,55.96,2
Trihydroxy,80.95,2
Trihydroxy,336.23,2
Trihydroxy,122.03,2
Trihydroxy,61.03,2
Trihydroxy,248.25,2
Trihydroxy,299.16,2
Trihydroxy,204.06,2
Trihydroxy,836.04,2
Trihydroxy,229.06,2
Trihydroxy,89.54,2
Trihydroxy,68.01,2
Trihydroxy,622.63,2
Trihydroxy,26.09,2
Trihydroxy,330.04,2
Trihydroxy,219.58,2
Trihydroxy,110.02,2
Trihydroxy,230.16,2
Trihydroxy,52.65,2
Trihydroxy,133,2
Trihydroxy,223.28,2
Trihydroxy,185.11,2
Trihydroxy,407.69,2
Trihydroxy,237.09,2
Trihydroxy,889.95,2
Trihydroxy,40.98,2
Trihydroxy,164.19,2
Trihydroxy,677.25,2
Trihydroxy,230.6,2
Trihydroxy,135.02,2
Trihydroxy,9.01,2
Trihydroxy,106.01,2
Trihydroxy,30.99,2
Trihydroxy,22.97,2
Trihydroxy,442.17,2
Trihydroxy,54.21,2
Trihydroxy,144.09,2
Trihydroxy,116.99,2
Trihydroxy,79.49,2
Trihydroxy,132.06,2
Trihydroxy,265.29,2
Trihydroxy,249.07,2
Trihydroxy,110.98,2
Trihydroxy,19.93,2
Trihydroxy,686.27,2
Trihydroxy,88.04,2
Trihydroxy,582.35,2
Trihydroxy,435.74,2
Trihydroxy,889.44,2
Trihydroxy,205.09,2
Trihydroxy,597.25,2
Trihydroxy,49.51,2
Trihydroxy,339.22,2
Trihydroxy,633.3,2
Trihydroxy,408.91,2
Trihydroxy,203,2
Trihydroxy,312.18,2
Trihydroxy,881.45,2
Trihydroxy,52.05,2
Trihydroxy,87.49,2
Trihydroxy,509.12,2
Trihydroxy,71.33,2
Trihydroxy,568.21,2
Trihydroxy,138.49,2
Trihydroxy,117.07,2
Trihydroxy,423.31,2
Trihydroxy,483.61,2
Trihydroxy,111,2
Trihydroxy,37.19,2
Trihydroxy,124.08,2
Trihydroxy,212.14,2
Trihydroxy,85.98,2
Trihydroxy,447.3,2
Trihydroxy,166.05,2
Trihydroxy,249.56,2
Trihydroxy,57.07,2
Trihydroxy,226.57,2
Trihydroxy,233.91,2
Trihydroxy,100.03,2
Trihydroxy,158.13,2
Trihydroxy,89.94,2
Trihydroxy,365.16,2
Trihydroxy,642.78,2
Trihydroxy,313.01,2
Trihydroxy,209.08,2
Trihydroxy,196.12,2
Trihydroxy,303.15,2
Trihydroxy,514.31,2
Trihydroxy,644.26,2
Trihydroxy,456.15,2
Trihydroxy,801.23,2
Trihydroxy,222.61,2
Trihydroxy,19.92,2
Trihydroxy,154.33,2
Trihydroxy,54.36,2
Trihydroxy,177.99,2
Trihydroxy,123.06,2
Trihydroxy,557.42,2
Trihydroxy,56.95,2
Trihydroxy,188.07,2
Trihydroxy,277.23,2
Trihydroxy,19.07,2
Trihydroxy,521.38,2
Trihydroxy,334.25,2
Trihydroxy,91.07,2
Trihydroxy,390.91,2
Trihydroxy,314.25,2
Trihydroxy,817.26,2
Trihydroxy,190.66,2
Trihydroxy,129.01,2
Trihydroxy,38.97,2
Trihydroxy,87.98,2
Trihydroxy,595.51,2
Trihydroxy,147.06,2
Trihydroxy,223.27,2
Trihydroxy,134.46,2
Trihydroxy,478.67,2
Trihydroxy,500.76,2
Trihydroxy,75.08,2
Trihydroxy,814.24,2
Trihydroxy,24.03,2
Trihydroxy,404.64,2
Trihydroxy,261.26,2
Trihydroxy,176.08,2
Trihydroxy,641.79,2
Trihydroxy,528.45,2
Trihydroxy,607.31,2
Trihydroxy,76.64,2
Trihydroxy,142.94,2
Trihydroxy,462.13,2
Trihydroxy,151.56,2
Trihydroxy,186.98,2
Trihydroxy,898.46,2
Trihydroxy,594.89,2
Trihydroxy,36.99,2
Trihydroxy,202.99,2
Trihydroxy,203.95,2
